"Participating Schools and Students Form",,"The Participating Schools and Students Form provides space to list the schools in your school system serving students with significant disabilities. For each school, list the number of students with significant disabilities that are between 17-21 years old.  Created for use with the On-Campus Outreach training module for Needs Assessment.",,,,"No","No",,"No","2010-05-14 17:01:17","No","No","need consent?","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Assessment||Program Planning||Program Development||Program Implementation","||"
"Recommended Student Interagency Team Members",,"The Student Interagency Team should be composed of a diverse representation of formal and informal school and adult service personnel that reflect services in the local community. This is a recommended, but not all-inclusive, list of members for a Student Interagency Team.  Created for use with the On-Campus Outreach Individual Support Model (ISM) training module.",,,,"No","No",,"No","2010-05-15 18:13:28","No","No","need consent?","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Individual Supports||Person Centered Planning||Assessment||Self Determination||Family Support||Self-Directed IEPs||IEP||Interagency Collaboration","Assessment"
"Review Questions for Student Services",,"Thirteen key questions to use when reviewing the services of a program.  Designed to be used with the Needs Assessment training module by On-Campus Outreach.",,,,"No","No",,"No","2010-05-14 22:31:33","No","No","need consent?","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Assessment||Program Planning||Program Development||Program Implementation","Assessment"
"Sample Action Plan for High School Services",,"This is a sample of a completed action plan for High Schools evaluating their needs.  It includes sample actions needed, steps, people to complete, and timeframes for completion.  It was designed to be used with On-Campus Outreach Needs Assessment Module.",,,,"No","No",,"No","2010-05-15 17:35:28","No","No","need consent?","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Assessment||Program Planning||Program Development||Program Implementation","Assessment"
"Sample Person-Centered Plan",,"Includes a sample of a fictional student's likes and dislikes at home, school, work, and recreation, his visions for the future, and a sample action plan.  Created for use with the On-Campus Outreach Individual Support Model (ISM) training module.",,,,"No","No",,"No","2010-05-15 18:24:40","No","No","need consent?","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Career Development||Self Determination||Family Support||Self-Directed IEPs||IEP","Assessment"
"Sample Resource Map",,"A sample compilation of local postsecondary education and employment resources.  Created for use with the On-Campus Outreach Individual Support Model (ISM) training module.",,,,"No","No",,"No","2010-05-15 18:34:40","No","No","need consent?","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Individual Supports||Person Centered Planning||Family Support||IEP||Interagency Collaboration","||"
"Sample Student Schedules - OCO",,"Three sample student schedules with the goals from their Person Centered Plans.  Created for use with the On-Campus Outreach Individual Support Model (ISM) training module.",,,,"No","No",,"No","2010-05-15 18:49:20","No","No","need consent/  made by meg?","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Dual Enrollment||Person Centered Planning||Career Development||Adult Learning/ College Course Access","Schedule"
"Sample Student Services Needs Assessment Form",,"Sample filled-in student services needs assessment form.  For use with the On-Campus Outreach Needs Assessment tool.",,,,"No","No",,"No","2010-05-14 22:26:02","No","No","need consent?","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Assessment||Program Planning||Program Development||Program Implementation","Assessment"
"Strategies to Address College Barriers",,"Chart listing possible access issues and alternate strategies for difficulties youth with intellectual disabilities might have when attempting to take college courses.  Created for use with the On-Campus Outreach Individual Support Model (ISM) training module.",,,,"No","No",,"No","2010-05-15 18:57:25","No","No","need consent ?","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Dual Enrollment||Person Centered Planning||Adult Learning/ College Course Access||IEP","||"
"Student College Checklist",,"This checklist can be used by to families, adult service agencies, high school staff and PSE personnel to prepare students to enter college. This checklist should be reviewed with the student.  Created for use with the On-Campus Outreach Individual Support Model (ISM) training module.",,,,"No","No",,"No","2010-05-17 11:49:41","No","No","need consent?","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Postsecondary Education||Person Centered Planning||Independent Living Skills||Transition Planning||Adult Learning/ College Course Access","Checklist"
"Student Interagency Team Contact List",,"Use this sheet to track Student Interagency Team member names, agencies, addesses, phone numbers, and email addresses.  Created for use with the On-Campus Outreach Individual Support Model (ISM) training module.",,,,"No","No",,"No","2010-05-17 11:54:42","No","No","need consent?","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Person Centered Planning||Transition Planning||Adult Learning/ College Course Access||Self-Directed IEPs||IEP||Interagency Collaboration","Contact Sheet"
"Student Services Needs Assessment Form",,"Tool to give an overview of the number of students coming from each school in various age brackets, their Social Security benefits eligibility, work status, participation in general education classes, and other information relevant to getting an overview of the needs for postsecondary education programs.  For use with On-Campus Outreach Needs Assessment training module.",,,,"No","No",,"No","2010-05-14 22:16:17","No","No","need consent? 
Pdf version does not have instructions… add instructions.","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - On-Campus Outreach","Assessment||Program Planning||Program Development||Program Implementation","Assessment"
"Fee Schedule - Pathway at UCLA Extension",,"Explanation of Fees for Pathway at UCLA Extension, including academic fees, housing fees, and meal plans.",,,,"No","No",,"No","2010-05-17 15:21:07","No","No","need consent.  Check descriptors.","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - Pathway- UCLA Extension","Program Planning||Program Development||Program Implementation||Financial Aid||Adult Learning/ College Course Access||Scholarships||Admissions","||"
"Pathway Curriculum",,"Curriculum of the Pathway program from their webpage.  Pathway uses a \"learn by doing\" approach. Based on a liberal arts education, including the arts, sciences, and humanities. Pathway promotes self-advocacy, and uses individualized support to accommodate the different learning styles of students with intellectual and other developmental disabilities. Courses include training in life skills and career exploration, with a strong emphasis on practical learning.",,,,"No","No",,"No","2010-05-17 14:43:43","No","No","need consent","Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - Pathway- UCLA Extension","Curriculum","||"
"The Pathway Experience: Video",,"A video of students in the Pathway program at UCLA extension.  Gives an idea of their experiences from student, parent, and teacher points of view.",,,,"No","No",,"No","2010-05-17 14:31:50","No","No","check descriptors, need consent","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - Pathway- UCLA Extension","Marketing||Person Centered Planning||Program Implementation||Self Determination||Family Support","Video"
"The Community Transition Program: Experiences Starting a Community-Based Program for Students Ages 18-21",,"The teachers of Community Transitions reveal their insights and share many of their resources, programming, and curricula to help others develop community-based
transition programs.  85 pages.",,,,"No","No",,"No","2010-05-17 12:29:49","No","No","need consent- check who is author","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - Transition Coalition, The","Curriculum||Program Planning||Program Development||Program Implementation","Handbook"
"Tips for Transition",,"The Tips for Transition contains 134 Transition Tips submitted from all over the country by practitioners. The purpose of the Tips was to identify grassroots transition practices being used by practitioners",,,,"No","No",,"No","2010-05-17 12:53:30","No","No","no consent needed- mine for other resources to publish!","Professionals","Contributor: Smith, Becca - TransCen, Inc||Author:  - Transition Coalition, The","Transition Planning","Handbook"
"Parent Transition Survey",,"This survey was created by a local transition council to assist in identifying parents/family members preferences and thoughts for their son/daughter for life after high school.",,,,"No","No",,"No","2010-05-17 14:12:39","No","No","need consent, get amy to check descriptors","Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author: Morningstar, Mary - Transition Coalition, The","Assessment||Transition Planning||Family Support","Questionnaire"
"Planning for the Future: A Workbook to Help Young Adults with Disabilities, Their Families and Professionals to Plan For Living, Working, and Participating in the Community",,"A workbook to help students, their families, and professionals to plan for life after high school. This workbook uses a person-centered approach to identify student strengths and facilitates a problem-solving approach to develop a plan of action and a vision for the future.",,,,"No","No",,"No","2010-05-17 13:54:54","No","No","need consent","Students||Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author: Morningstar, Mary - Transition Coalition, The","Person Centered Planning||Career Development||Self Determination||Family Support","Workbook"
"Transition and Your Adolescent with Learning Disabilities: Moving from High School to Postsecondary Education, Training, and Employment",,"This helpful document provides families with information about how to plan for the transition from school to postsecondary settings and information about different postsecondary options for adolescents with disabilities.",,,,"No","No",,"No","2010-05-17 13:35:58","No","No","need consent- from transition coalition resources page. http://transitioncoalition.org/transition/tcfiles/files/docs/adol_convert1213214553.pdf/adol_convert.pdf","Families||Professionals","Contributor: Smith, Becca - TransCen, Inc||Author: Townsend, Sharon","Employment||Transition Planning||Adult Learning/ College Course Access","Handbook"
